20110	0.5	0.5	0.5	0.0	0.0
20111	0.5	0.5	0.5	0.0	0.0
20112	0.5	0.5	0.5	0.0	0.0
20113	0.5	0.5	0.5	0.0	0.0
20114	0.5	0.5	0.5	0.0	0.0
20115	0.5	0.5	0.5	0.0	0.0
20116	0.5	0.5	0.5	0.0	0.0
20117	0.5	0.5	0.5	0.0	0.0
20118	0.5	0.5	0.5	0.0	0.0
20119	0.5	0.5	0.5	0.0	0.0
20120	0.5	0.5	0.5	0.0	0.0
20121	0.5	0.5	0.5	0.0	0.0
20122	0.5	0.5	0.5	0.0	0.0
20123	0.5	0.5	0.5	0.0	0.0
20124	0.5	0.5	0.5	0.0	0.0
20125	0.5	0.5	0.5	0.0	0.0
20126	0.5	0.5	0.5	0.0	0.0
20201	0.5	0.5	0.5	0.0	0.0
20202	0.5	0.5	0.5	0.0	0.0
20203	0.5	0.5	0.5	0.0	0.0
20204	0.5	0.5	0.5	0.0	0.0
20205	0.5	0.5	0.5	0.0	0.0
20206	0.5	0.5	0.5	0.0	0.0
20207	0.5	0.5	0.5	0.0	0.0
20208	0.5	0.5	0.5	0.0	0.0
20209	0.5	0.5	0.5	0.0	0.0
20210	0.5	0.5	0.5	0.0	0.0
20211	0.5	0.5	0.5	0.0	0.0
20212	0.5	0.5	0.5	0.0	0.0
20213	0.5	0.5	0.5	0.0	0.0
20214	0.5	0.5	0.5	0.0	0.0
20215	0.5	0.5	0.5	0.0	0.0
20216	0.5	0.5	0.5	0.0	0.0
20217	0.5	0.5	0.5	0.0	0.0
20218	0.5	0.5	0.5	0.0	0.0
20219	0.5	0.5	0.5	0.0	0.0
20220	0.5	0.5	0.5	0.0	0.0
20221	0.5	0.5	0.5	0.0	0.0
20222	0.5	0.5	0.5	0.0	0.0
20223	0.5	0.5	0.5	0.0	0.0
20224	0.5	0.5	0.5	0.0	0.0
20225	0.5	0.5	0.5	0.0	0.0
20226	0.5	0.5	0.5	0.0	0.0
20227	0.5	0.5	0.5	0.0	0.0
20228	0.5	0.5	0.5	0.0	0.0
20229	0.5	0.5	0.5	0.0	0.0
20230	0.5	0.5	0.5	0.0	0.0
20231	0.5	0.5	0.5	0.0	0.0
20232	0.5	0.5	0.5	0.0	0.0
20233	0.5	0.5	0.5	0.0	0.0
20234	0.5	0.5	0.5	0.0	0.0
20235	0.5	0.5	0.5	0.0	0.0
20236	0.5	0.5	0.5	0.0	0.0
20237	0.5	0.5	0.5	0.0	0.0
20238	0.5	0.5	0.5	0.0	0.0
20239	0.5	0.5	0.5	0.0	0.0
20240	0.5	0.5	0.5	0.0	0.0
20241	0.5	0.5	0.5	0.0	0.0
20242	0.5	0.5	0.5	0.0	0.0
20243	0.5	0.5	0.5	0.0	0.0
20244	0.5	0.5	0.5	0.0	0.0
20245	0.5	0.5	0.5	0.0	0.0
20246	0.5	0.5	0.5	0.0	0.0
20247	0.5	0.5	0.5	0.0	0.0
20248	0.5	0.5	0.5	0.0	0.0
20249	0.5	0.5	0.5	0.0	0.0
20250	0.5	0.5	0.5	0.0	0.0
20251	0.5	0.5	0.5	0.0	0.0
20252	0.5	0.5	0.5	0.0	0.0
20253	0.5	0.5	0.5	0.0	0.0
20254	0.5	0.5	0.5	0.0	0.0
20255	0.5	0.5	0.5	0.0	0.0
20257	0.5	0.5	0.5	0.0	0.0
20258	0.5	0.5	0.5	0.0	0.0
20259	0.5	0.5	0.5	0.0	0.0
20260	0.5	0.5	0.5	0.0	0.0
20261	0.5	0.5	0.5	0.0	0.0
20262	0.5	0.5	0.5	0.0	0.0
20263	0.5	0.5	0.5	0.0	0.0
20264	0.5	0.5	0.5	0.0	0.0
20265	0.5	0.5	0.5	0.0	0.0
20266	0.5	0.5	0.5	0.0	0.0
20267	0.5	0.5	0.5	0.0	0.0
20268	0.5	0.5	0.5	0.0	0.0
20269	0.5	0.5	0.5	0.0	0.0
20270	0.5	0.5	0.5	0.0	0.0
20271	0.5	0.5	0.5	0.0	0.0
20272	0.5	0.5	0.5	0.0	0.0
20273	0.5	0.5	0.5	0.0	0.0
20274	0.5	0.5	0.5	0.0	0.0
20275	0.5	0.5	0.5	0.0	0.0
20276	0.5	0.5	0.5	0.0	0.0
20277	0.5	0.5	0.5	0.0	0.0
20278	0.5	0.5	0.5	0.0	0.0
20279	0.5	0.5	0.5	0.0	0.0
20280	0.5	0.5	0.5	0.0	0.0
20281	0.5	0.5	0.5	0.0	0.0
